DateTime,Chennai,Delhi,Hyderabad,Kolkata,hour,date
27/6/16 23:59,28,52,14,15,24,27
28/6/16 1:00,19,16,20,14,1,28
28/6/16 2:00,24,17,10,20,2,28
28/6/16 3:00,23,26,14,14,3,28
28/6/16 4:00,27,33,20,14,4,28
28/6/16 5:00,31,45,21,15,5,28
28/6/16 6:00,31,26,27,18,6,28
28/6/16 7:00,38,27,36,20,7,28
28/6/16 8:00,46,39,37,26,8,28
28/6/16 9:00,50,59,43,26,9,28
28/6/16 10:00,47,49,43,23,10,28
28/6/16 11:00,36,51,48,28,11,28
28/6/16 12:00,37,55,41,27,12,28
28/6/16 13:00,39,76,35,27,13,28
28/6/16 14:00,41,78,38,30,14,28
28/6/16 15:00,28,55,41,28,15,28
28/6/16 16:00,39,41,39,33,16,28
28/6/16 17:00,46,37,34,23,17,28
28/6/16 18:00,48,47,NA,29,18,28
28/6/16 19:00,51,35,55,26,19,28
28/6/16 20:00,32,41,30,20,20,28
28/6/16 21:00,24,46,24,26,21,28
28/6/16 22:00,34,51,26,15,22,28
28/6/16 23:00,35,41,32,19,23,28
28/6/16 23:59,46,44,23,10,24,28
29/6/16 1:00,31,50,15,18,1,29
29/6/16 2:00,28,50,18,13,2,29
29/6/16 3:00,39,33,14,20,3,29
29/6/16 4:00,28,15,15,17,4,29
29/6/16 5:00,16,7,13,18,5,29
29/6/16 6:00,18,10,12,27,6,29
29/6/16 7:00,26,11,18,21,7,29
29/6/16 8:00,37,18,21,24,8,29
29/6/16 9:00,40,35,18,19,9,29
29/6/16 10:00,32,46,17,17,10,29
29/6/16 11:00,38,32,26,16,11,29
29/6/16 12:00,37,31,23,31,12,29
29/6/16 13:00,39,32,27,23,13,29
29/6/16 14:00,37,28,28,24,14,29
29/6/16 15:00,45,29,22,28,15,29
29/6/16 16:00,35,26,29,30,16,29
29/6/16 17:00,41,25,27,28,17,29
29/6/16 18:00,46,29,30,21,18,29
29/6/16 19:00,45,30,48,22,19,29
29/6/16 20:00,44,38,25,24,20,29
29/6/16 21:00,39,41,25,28,21,29
29/6/16 22:00,52,38,20,18,22,29
29/6/16 23:00,33,45,19,21,23,29
29/6/16 23:59,27,47,14,15,24,29
30/6/16 1:00,36,44,14,14,1,30
30/6/16 2:00,18,36,9,10,2,30
30/6/16 3:00,19,26,12,14,3,30
30/6/16 4:00,15,31,25,18,4,30
30/6/16 5:00,22,27,9,19,5,30
30/6/16 6:00,28,34,10,21,6,30
30/6/16 7:00,26,30,19,18,7,30
30/6/16 8:00,37,38,NA,25,8,30
30/6/16 9:00,34,46,20,20,9,30
30/6/16 10:00,48,36,21,20,10,30
30/6/16 11:00,42,30,26,22,11,30
30/6/16 12:00,31,23,35,22,12,30
30/6/16 13:00,32,29,26,24,13,30
30/6/16 14:00,28,32,27,24,14,30
30/6/16 15:00,35,46,25,29,15,30
30/6/16 16:00,51,39,27,24,16,30
30/6/16 17:00,49,41,34,19,17,30
30/6/16 18:00,34,42,25,30,18,30
30/6/16 19:00,35,41,-15,24,19,30
30/6/16 20:00,43,45,NA,18,20,30
30/6/16 21:00,27,39,NA,25,21,30
30/6/16 22:00,33,45,NA,29,22,30
30/6/16 23:00,32,44,NA,15,23,30
30/6/16 23:59,28,39,NA,17,24,30
